id_articulo,articulo,ultima_compra_mes
ART-9d5f30a239,CRISTAL Nº11 CARETA SOLDAR SENCILLA,2024-04
ART-c5ca4ea7aa,CRISTAL Nº12 CARETA SOLDAR SENCILLA,2016-11
ART-75919483d8,CRISTAL Nº9 REDONDO Ø50 P/ GAFA SOLDAR,2016-05
ART-7cf2700385,CRISTAL Nº10 REDONDO Ø50 P/ GAFA SOLDAR,2016-05
ART-7ca41d222f,CRISTAL Nº11 REDONDO Ø50 P/ GAFA SOLDAR,2018-12
ART-e602eedc16,CRISTAL Nº12 REDONDO Ø50 P/ GAFA SOLDAR,2016-05
ART-4720f5ac21,CARETA SOLDAR CUERO CON GAFAS 2 POSICIONES SUJEC. GOMA,2021-08
ART-d7a941b72a,FLEXOMETRO 8MTS C/ FRENO,2025-10
ART-46651ade91,KG RESINA DE LAMINACION H66133/TA P/ARREGLAR DEPOSISTOS DE POLIESTER(1),2016-02
ART-788e1eaf7a,BOTE 5KG SILICONA LIQUIDA PQ,2019-02
ART-2f4a00d6a7,ROLLO 10CM*3MT DE TELA DE POLIESTER/FIBRA,2016-02
ART-6edf968ee2,CAJA DE TIZAS BLANCAS (100UDS),2016-02
ART-2b97b609e3,"PILA 1,5V CILINDRICA GRANDE LR20",2016-03
ART-8cff94cca6,duplicado.....PAQUETE 5KG VARILLA APORTACION 1 INOX,2016-03
ART-dfbcffd1d6,BROCA 20 HIERRO MANGO REBAJADO,2023-03
ART-b3ac2f6759,"BROCA 20,5 HIERRO MANGO REBAJADO",2023-06
ART-f2ec65b275,CORCHO CONICO BOTELLA DE VINO,2016-03
ART-e23becd887,"VENDA MAGICA 7,5CM*2,7MTS",2017-11
ART-b45310fc36,CANULA P/ BOTE SILICONA/POLIMERO,2024-02
ART-79d4e077bc,BOTE 1KG VASELINA P/JUNTAS CARTON PQ,2021-07
ART-33c2f445ff,DESATASCADOR LIQUIDO 1L 2KG,2025-06
ART-e56d0255f1,CANULA MEZCLADORA P/ BOTE QUIMICO,2025-04
ART-e6da3a58f7,ML ROLLO PLASTICO TRANSPARENTE 6MT ANCHO (rollo 60mts),2016-04
ART-57ff0adebc,PEGAMENTO LOCTITE 8 GRS PINCEL PQ,2025-11
ART-eb7ac9028b,CRISTAL TRASNSPARENTE Ø50 REDONDO P/ GAFA SOLDAR,2017-08
ART-61a1c57900,"ML TUBO TERMORETRACTIL Ø12,7",2016-05
ART-829dc4cedb,ML TUBO TERMORETRACTIL Ø19,2016-05
ART-04256e410f,"CUCHILLA ROSCADORA SUPER EGO REXN-50AV (EJE 9MM, ANCHO 19MM",2016-05
ART-1d3c864a8e,BROCA 12 HORMIGON 310MM SDS,2020-08
ART-4a5bb0751b,PILA 3V BOTON CR2025,2025-10
ART-1550b4bda9,LIMPIADOR PVC PRESION 1L,2025-09
ART-e603be1971,ROLLO PLASTICO/FILM 50cm NEGRO ESTIRABLE 23MICRAS,2025-10
ART-47a9ab21f3,MT CUERDA VERDE TENDER VENECIANA,2016-06
ART-733107815b,PASTA LOCHER PARA ESTOPA GRASA LATA 200GRS PQ,2022-10
ART-36ee73b44c,BOTE DECAPANTE LIQUIDO S-39 320ml P/ LIMPIEZA SOLDADURA COBRE,2017-11
ART-0047b49522,PEGAMENTO PVC PRESION 1L SOLDADOR PQ,2025-09
ART-22f29d7b27,ROLLO PAPEL 110cm*50mts FINO,
ART-daa2827729,ROLLO PAPEL 110cm*200mts FINO (14kgs),2020-02
ART-0e254d1a8e,ROLLO PAPEL 90cm*100mts HIDROFUGO GRUESO P/ SUELOS,2025-09
ART-5eca9dac2a,KIT ANALISIS LEGIONELLA QUANTOFIX ESCALA 0-100m,2018-11
ART-17d3df5da3,ROLLO PAPEL ALUMINIO DE COCINA,2025-04
ART-567b979d90,CINTA AISLANTE 33MM BLANCO,2022-03
ART-f812aeb566,PAQ. HOJA LIJA TRIANGULAR 93MM P/LIJADORA ORBITAL GR80,2016-10
ART-9f59b13386,PAQ. HOJA LIJA TRIANGULAR 93MM P/LIJADORA ORBITAL GR60,2016-10
ART-927fd456c5,PAQ. HOJA LIJA 80*133MM P/LIJADORA ORBITAL GR80,2020-09
ART-e0f21830fe,PAQ. HOJA LIJA 80*133MM P/LIJADORA ORBITAL GR60,2021-08
ART-458896ed9b,CINTA EMBALAR AMARILLA/NEGRA,2020-04
ART-a5f4910dac,PASTA ALTA TEMPERATURA 75ML SILKRON HT NEUTRO,2024-12
ART-1a87d15ae6,BOLSA POLVO RECAMBIO P/ ASPIRADOR MAKITA VC2010L 20L,2016-12
ART-82b2c9899e,BOLSA POLVO+AGUA RECAMBIO P/ ASPIRADOR MAKITA VC2010L 20L,2016-12
ART-02884d9a4d,CRISTAL TRANSPARENTE 110*55 P/ CARETA SOLDAR,2024-08
ART-580f58465e,"BROCA 6,75 HIERRO",2025-03
ART-3f462ff9d0,BROCHA REDONDA Nº8 TRIMATERIA,2020-02
ART-b619ce471d,PASADOR ELASTICO DE PRESION (TIPO MEDIA LUNA) 6*40,2020-07
ART-792ed4bc25,TACO DE LIJA GR 100,2023-01
ART-3c56542675,TACO DE LIJA GR 60,2025-09
ART-04e342e781,TACO DE LIJA GR 36,2017-03
ART-ade4169d2e,BOTE 1KG GRASA PARA JUNTAS WHITE OIL FILANTE PQ,2024-10
ART-e9bae7d824,PASADOR ANILLA M6 GALVANIZADO,2023-06
ART-aa123dc2fe,PASADOR ANILLA M8 GALVANIZADO,2023-07
ART-c49e473412,PASADOR ANILLA M9 GALVANIZADO,2023-06
ART-3f091c0135,GARRAFA 5LTS,2018-07
ART-19d91d0dd0,DISCO Ø50 30MM GRANO 180 P/ROTALIN,2018-10
ART-58f409e9e0,DISCO Ø40 20MM GRANO 100 P/ROTALIN,2018-10
ART-233f2c3958,DISCO Ø60 50MM GRANO 180 P/ROTALIN,2017-05
ART-b9ab3ba784,DISCO 1000 HOJAS Ø60 30MM GRANO 180 P/ROTALIN,2017-05
ART-e295f861dc,DISCO 1000 HOJAS Ø40 20MM GRANO 80 P/ROTALIN,2017-05
ART-840242ed8c,DISCO 1000 HOJAS Ø60 20MM GRANO 80 P/ROTALIN,2018-04
ART-5280655ca5,CINTA DOBLE CARA 10MM AUTOADHESIVA ROLLO,2025-10
ART-abe331efce,JGO MORDAZAS ALUMINIO MAGNETICAS P/ TORNILLO BANCO 80MM,2017-06
ART-f396c1afad,JGO MORDAZAS ALUMINIO MAGNETICAS P/ TORNILLO BANCO 125MM,2024-01
ART-bc58f32fb3,CINTA AISLANTE 19MM BLANCA,2022-07
ART-8e403b3737,"MASILLA PLASTICA 0,25 ML",2025-10
ART-496b31da71,"PILA 3,6V CILINDRICA 1/2 AA R6",2017-06
ART-f163252bce,BROCA PARA HUSILLO pequeño especial larga,2022-12
ART-84e3e31def,BOLSA 1 KG FIBRA DE VIDRIO REFUERZO HORMIGON,2024-04
ART-438f8bcca7,PAQ. 5 BOLSAS ASPIRADOR P/ KARCHER NT65/2 ECO TC,2017-08
ART-8f1bf483b2,CINCHA 25MTS ANCHO 35MM NARANJA SIN CARRACA,2019-04
ART-66cb2b03fb,CINCHA 50MTS ANCHO 35MM,2017-09
ART-fc911110b0,CAJA PASTILLAS DPD1 RAPID RAPIDAS P/ MEDIR CONCENTRACION DE CLORO LIBRE,2017-10
ART-0487d09193,CINTA VULCANIZADA 19MM,2025-06
ART-263050f25a,EMBUDO INDUSTRIAL PLASTICO 290*305,2024-04
ART-10b32ef099,TEST REACTIVOS LIQUIDO PH,2018-02
ART-2defa8b5a2,"CUCHILLA ROSCADORA SUPER EGO N100A 4""",2017-11
ART-1afd612589,CUCHILLA ROSCADORA SUPER EGO REXN-100A,
ART-3467a266d7,TUBO TERMORRETRACTIL PARED MEDIANA 40-12MM C/ADHESIVO,2018-05
ART-307da9abb7,CORTE DE PERFIL,2024-10
ART-0a04d014c9,BOTE ESPUMA POLIURETANO P/ PISTOLA RESISTENTE FUEGO,2024-05
ART-610d8e4f4e,BIODISPERSANTE STENCO P/ LIMPIEZA DE LEGIONELLA 1L,2017-12
ART-95c85542d2,BOLSA LANA - NANAS ESTROPAJO,2022-11
ART-04853ae122,KIT MEDICION CLORO LIBRE Y PH P/PISCINAS,2017-12
ART-0d407ee991,CUCHILLA PARA CUTER 18MM,2025-10
ART-b34438057a,ML CUERDA 5MM P/EXTERIOR,2024-09
ART-13560ac846,"CARRETE CUERDA 2,5MM",2017-12
ART-128f276cbb,ALAMBRE LACADO Nº 7,2017-12
ART-52d18b9774,PAQ HOJA LIJA 180GR,2020-05
ART-18ba71e38f,PAQ HOJA LIJA 120GR,2017-12
ART-188274e8d6,PAQ HOJA LIJA 100*240,2025-03
ART-9ef9a1702d,BATERIA 12TTB90 330*175*225 P/TRASPALETA ELECTRICA VERDE,2018-01
ART-f8988da427,CINTA ADHESIVA AMERICANA PLATA 50MM ROLLO 50M,2025-10
ART-db7ebc2c49,"PILA 4,5V PETACA 3LR12",
ART-9b348e2f2d,PILA 12V CILINDRICA PEQUEÑA 23A,2025-03
ART-ff34c5c15d,DIA ALQUILER DESATASCADOR KARCHER,
ART-a99cde2ab5,CRISTAL EXTERIOR P/CARETA SOLDAR ELECTRONICA BESTVIEW VII,2018-03
ART-0e44c4f9a5,CRISTAL INTERIOR P/CARETA SOLDAR ELECTRONICA BESTVIEW VII,2018-03
ART-6924a2fd8a,TUBO FLEXIBLE REFORZADO P/SOPLETE 3MT,2018-02
ART-9aa2270cd1,…DUPLICADO………BIODISPERSANTE OPPAC P/LIMPIEZAS DE LEGIONELLA 5L,2018-03
ART-5b17476b2a,BIODISPERSANTE STENCO P/ LIMPIEZA DE LEGIONELLA 5L,2018-03
ART-35adb20ba5,RECAMBIO CUTTER 18MM,2023-09
ART-71e3a0e68f,DISCO CORTE Ø300 INGLETADORA P/ALUMINIO,2018-05
ART-585c6595b3,DISCO DESBASTE 125 MADERA,2018-05
ART-ee5d5d87e7,BOLSA C/ AUTOCIERRE 250*180,2018-05
ART-9a63e6beab,DISCO 1000 HOJAS Ø60 20MM GRANO 60 P/ROTALIN,2018-06
ART-33ce909da4,DISCO 1000 HOJAS Ø60 20MM GRANO 120 P/ROTALIN,2018-06
ART-8b1c2934e6,BROCA 8  P/PORCELANA,2018-06
ART-748e009727,BROCA 10  P/PORCELANA,2018-06
ART-30cbc5cc7a,BROCA 6  P/PORCELANA,2019-01
ART-3b114ae8e3,JUEGO BROCAS HSS  1-13,2025-07
ART-5e3bc5195d,"TIRA 1,22ML TUBO TERMORRETRACTIL 19,1 BLANCO",2018-07
ART-5703dbf8c3,"TIRA 1,22ML TUBO TERMORRETRACTIL 25,4 BLANCO",2020-12
ART-1ed5ebe40d,CUCHILLA COBRE P/ CORTATUBOS 6-35 MM ROTHENBERGER Nº 7.0017D,2025-04
ART-01a2e107a6,CUCHILLA INOX P/ CORTATUBOS 6-35 MM ROTHENBERGER Nº 7.0056D,2024-01
ART-08c0772d38,BOTE PASTA ANTIGRIPANTE 500ML P/ INOX ALIMENTACION HT12000,2018-08
ART-dee23f5067,"PEGAMENTO PVC 0,25L SOLDADOR PQ",2025-10
ART-bf2bfdb1be,"PILA 1,5V ALCALINA WURTH MIGNON",2023-08
ART-b87790c9d9,HOJA SIERRA HIERRO 300MM ALTERNATIVA MILWAUKEE,2020-05
ART-96bddd8362,PEGAMENTO LOCTITE 20GRS PINCEL PQ,2024-09
ART-e5e033da29,PALETINA TRIPLE,2023-07
ART-84c1cba386,BROCA 25 HORMIGON 450MM SDS,2018-11
ART-c99e2c28c1,DISCO VELCRO Ø115 P/ LIJADO C/AMOLADORA,2018-12
ART-ef4e8e2844,DISCO LIJA A-100 P/DISCO VELCRO AMOLADORA,2022-07
ART-797f72c3f3,DISCO LIJA A-30 P/DISCO VELCRO AMOLADORA,2018-12
ART-eda971e1d6,DISCO LIJA A-16 P/DISCO VELCRO AMOLADORA,2018-12
ART-6bcd3c6142,ACCESORIO P/ MULTIHERRAMIENTA AIZ 32 AB METAL,2025-04
ART-de03ed7b23,ADHESIVO TRANSPARENTE MS ABSOLUTE EXTREM,2021-08
ART-560711d109,"BROCA 12,5 HIERRO",2018-12
ART-f953cd8dfb,"HOJA SIERRA CINTA 1440*13*0,65 M42 P/ MAQUINA FEMI NG 120",2022-10
ART-5933ed43d9,DISCO 1000 HOJAS Ø40 20MM GRANO 60 P/ROTALIN,2019-03
ART-2f29da8990,HOJA DE SIERRA P/MAQUINA MULTIFUNCION BOSCH - 2 [phone],2019-01
ART-47126b30a9,GRAPA 10*15,
ART-013e77bb0b,DIA ALQUILER KARCHER,2019-01
ART-84503160d6,PUNTA DESTORNILLADOR ESTRELLA PZ2,2022-03
ART-e73b0fa69d,CINCHA 25MTS ANCHO 25MM,
ART-5d63e76f77,DISCO DESBASTE 125 1000 HOJAS GRANO FINO,2021-09
ART-50f09e3fd9,LIMPIADOR INDUSTRIAL 0893140 WURTH,2022-10
ART-839c29f8f5,BROCHA REDONDA Nº6 TRIMATERIA,2019-07
ART-087c330c7a,BROCHA REDONDA Nº10 TRIMATERIA,2019-06
ART-637f4918df,BROCHA 60MM PALETINA ALTA CUBRICION,2021-09
ART-67d9414456,BROCHA 40MM PALETINA ALTA CUBRICION,2023-12
ART-f9fcf0fc6b,SPRAY PROTECTOR DE CONTACTOS P/BATERIA PQ,2019-06
ART-911ade5419,CANULA P/ GARRAFA 20LTS,2019-08
ART-080b59c73e,BOTE SPRAY MULTIUSOS 500ML WD 40 PQ,2019-09
ART-91319e6a06,BOMBILLA FOCO HALOGENO 230W,2020-01
ART-259bb0e4fb,CUCHILLA CORTATUBOS P ROSCADORA RIDGID DE MESA MOD.1233,2020-01
ART-8596362246,CANDADO 410 RED MASTERLOCK,2020-01
ART-50f54afd43,DISCO DESBASTE 125 LAMINADO OSF VELLON + LIJA 1000 HOJAS - WURTH - 0585580328,2023-12
ART-ba0d55e082,JGO MORDAZAS ALUMINIO MAGNETICAS P/ TORNILLO BANCO 100MM,2020-02
ART-ab1410dd36,PASTA MASTI 2 COMPONENTES 1/2 KG MASILLA,2020-02
ART-67e58e7313,VARILLA APORTACION 2 25% PLATA para soldar COBRE CON INOX,
ART-a36b7c0107,PILA 9V RECTANGULAR 6LR61,2025-02
ART-2af3aa31cb,SOPORTE P/CINTA BALIZAR EXTENSIBLE 5MTS ROJA-BLANCA,
ART-da39414300,"PORTABROCAS AUTOMATICO Ø13 1/2"" CON AUTOBLOQUEO",2023-01
ART-8a5f76c594,ROLLO PAPEL SUELOS 110CM EXTRAFUERTE,2020-10
ART-6c073b6536,"LIMPIADOR PVC PRESION 0,25L CON PINCEL",2025-06
ART-bfc94817e9,SILICONA TRANSPARENTE ALIMENTARIA 310ML CARTUCHO PQ,2025-09
ART-9758f3ed9c,PAQ HOJA LIJA 80GR,2020-08
ART-ba08c26c07,CUCHILLA CORTATUBOS 726,2020-05
ART-da9dfb299f,ADAPTADOR BROCA 1/2,2020-05
ART-f94643982b,PUNTA DESTORNILLADOR ESTRELLA PZ1,2020-07
ART-d4727b449d,BROCA 14 HIERRO,2025-10
ART-b3ee5cb49a,BARRA DE PASTA PULIR INOXIDABLE,2020-08
ART-2fefe0604d,PLASTICO/FILM AGRICOLA 4M ANCHO,2024-08
ART-a47422659f,PEGAMENTO SUPER RAPIDO 5GRS -TIPO LOCTITE- PQ,2023-02
ART-fd139002cb,GARRAFA 25LTS,2024-12
ART-6628694a4a,"DISCO 115*22,23 PULIDO",2024-03
ART-858e81f1a6,DISCO CORTE ORBITAL Ø68 INOX P/ 3-7MM ref:LS6844,2025-06
ART-2b83d85c0e,"BROCA 0,5 HIERRO",2021-01
ART-099172a506,BROCA 1 HIERRO,2021-01
ART-a34ceb6d55,CUCHILLA CORTATUBOS 742 SUPER-EGO,2025-06
ART-ca6a60edae,JGO MORDAZAS P/ TORNILLO BANCO 100MM,2021-04
ART-a37540199b,JGO MORDAZAS P/ TORNILLO BANCO 125MM,2022-04
ART-5646cd2895,JGO MORDAZAS P/ TORNILLO BANCO 150MM,
ART-25c2df686d,ALARGADOR P/USILLO CORONA 30CM,2021-02
ART-ed46cf737f,"PAQUETE 3 KG VARILLA APORTACION 1,5 TIPO PLATEX para soldar COBRE (SOLDADURA FUERTE)",2023-02
ART-36ebbd86aa,RECAMBIO CILINDRO PULIR,2021-03
ART-ab022e327d,BOTE LUBRICANTE 800ML P/ PVC  -BLUE GEL- PQ,2024-07
ART-1c7a6c249f,BOTE SPRAY MULTIUSOS 250ML WD 40 PQ,2025-04
ART-74f1879223,BOMBILLA 15W E27 1450LM,2025-01
ART-a4bed204de,BOMBILLA AUTOMOCION H7,2025-05
ART-18c5e5956f,GARRAFA 20LTS ANTICONGELANTE SOLAR MEZCLA 50%,2021-11
ART-b2e51e29d1,CINTA AISLANTE 25MM AMARILLA,
ART-7f8f3c0cb9,CINTA AISLANTE 19MM AMARILLA,2025-10
ART-2ded32d7e1,JGO DE SUJECCIONES CRISTAL CARETA SOLDAR DC-2,2022-05
ART-14a626fd7b,CINCHA HOBBY 3MTS.ANCHO,2025-05
ART-1b698b6e4a,JUEGO BROCAS HORMIGON 6-8-10-12 ENGANCHE CILINDRICO,2025-03
ART-9d59b82cf9,SPRAY LUBRICANTE  SILICONA WD40 PQ,2023-11
ART-f3fee76c78,ADHESIVO DE CONTACTO 5L,2022-03
ART-3e2cf054c8,BROCA 13*480 HIERRO,2021-12
ART-c277003bfb,CUCHILLA INMERSION 32,2021-11
ART-61b7090d1c,BOTE SPRAY VERDE 6005 400ML PQ,2022-02
ART-4b03fa2c75,TRAMPA/CEPO P/ RATONES ROEDORES,2022-03
ART-ff6b530ce9,TUBO TERMORRETRACTIL TPM 54-12MM C/ADHESIVO,2023-04
ART-938049218a,BOTE ESPUMA POLIURETANO C/ APLICADOR RESISTENTE AL FUEGO,2022-12
ART-7d747a8028,ML CINTA BALIZAJE P/TUBERIA AGUA ENTERRADA,2022-01
ART-39af8f7752,AVELLANADOR CONICO Ø25 REF 102123,2022-02
ART-5366b8cc0f,VENENO P/ RATONES ROEDORES,2024-09
ART-36518a242d,CAJA PORTACEBO P/COLOCAR VENENO RATONES ROEDORES,2022-02
ART-b0996648c5,VENDA DENSO-VERT P/ AISLAR EN FRIO -50ºC A +50ºC,
ART-acd313b24a,RTH PASTA TERMOCONDUCTORA ROFROST ROTHENBERGER P/MAQUINA CONGELAR,2022-03
ART-a023b60da2,ADHESIVO DE CONTACTO 1L,2022-03
ART-5ae5ddfdfb,BOMBILLA INTERMITENTE 5W,2022-04
ART-f1f0b359da,VENDA IGNIFUGA 80MM,2022-04
ART-529ae8c930,BOTE 100 GR POLVOS TALCO,2022-04
ART-f9bc3fde13,CARTUCHO SILICONA P/ PISTOLA TERMOSELLABLE,2025-08
ART-4940d54235,BOLSA 25KG POLVOS TALCO,2022-05
ART-33b021467f,PILA 3V BOTON CR2450,2024-11
ART-e7f1a02a2a,SPRAY BOTE 500ML DESENGRASANTE INDUSTRIAL PQ,2025-09
ART-d8d1d56368,BOTE LUBRICANTE 1L P/ ALIMENTACION -UNECOL- PQ,2022-10
ART-03d0635a55,SPRAY BUSCAFUGAS CASTOLIN PQ,2022-09
ART-83f090bae1,PILA 12V BOTON MANDO DISTANCIA,2022-09
ART-f3166620d7,DISCO CORTE Ø76*1 P/ROTALIN,2024-01
ART-7d961cf409,"ESTAÑO ROLLO 0,25KG 6% PLATA - 2183000106",2023-09
ART-af4ab22de1,PILA 3V BOTON G074,2023-06
ART-c03969434d,PALET MADERA 1000*1200,2025-06
ART-d7f0f97a62,PALET MADERA 1200*1200,2022-12
ART-05c42ddb40,"HILO-FILAMENTO Ø1,75 ROJO PLA SAKATA 3D850 P/ IMPRESORA 3D 1KG",
ART-ad79475c65,"HILO-FILAMENTO Ø1,75 AZUL PLA SAKATA 3D850 P/ IMPRESORA 3D 1KG",
ART-c57ab6ddeb,"HILO-FILAMENTO Ø1,75 GRIS PLA SAKATA 3D850 P/ IMPRESORA 3D 1KG",2024-07
ART-4650f7f53d,MASILLA 2 COMPONENTES NURAL 34 GRIS 50 GR.,2022-12
ART-ba74e7114d,LATA 5L ACEITE HV46 P/ PLATAFORMA NIFTY,2023-01
ART-e7b9d3028f,CARRACA P/CINCHA35MM C/ 6MTS DE CINCHA+GANCHO,2024-05
ART-86a9ca3d7d,FLEXOMETRO 50MTS FIBRA VIDRIO,2023-02
ART-5bbd919926,DISCO/MUELA Ø200*32 ESP=22MM P/ESMERIL GRANO 160,2023-02
ART-cbb5086689,CONJUNTO 19 CINCHAS DE PESTAÑA,2023-02
ART-a1ec8dc11c,TOMA MUESTRAS PARA ANALIZADOR DE CLORO HI96701,2023-03
ART-64b35efedf,BROCA 12 HORMIGON 160MM SDS,2024-04
ART-3cecbf3f6a,GARRAFA 5LTS ANTICONGELANTE PURO - CONCENTRADO,2023-03
ART-c12f358f88,TEST REACTIVOS LIQUIDO CLORO LIBRE 100 TEST 93701-01- 2150080410,2023-03
ART-9492d102a5,CARETA SOLDAR CUERO CON l 2 POSICIONES LENTE OSCURECIMENTO AUTOMATICO SOLAR,
ART-884a579da8,LENTE OSCURECIMENTO AUTOMATICO SOLAR P/ CARETA SOLDAR CUERO,2023-12
ART-ff97199060,BOTE 400GR GRASA ALIMENTARIA P/PISTOLA PQ,2025-09
ART-8df9580be7,CAJA CARTON 410*315*345,2023-10
ART-f60b4cf9f1,BROCA MARTILLO SDS 16*450,2023-11
ART-2ad0e0230b,BROCA 12 HORMIGON 400MM SDS,2024-07
ART-2ef7346451,"PASADOR EN ""R""",2025-05
ART-d2382aa863,PASADOR CILINDRICO Ø10*60,2023-07
ART-501dea11b9,POLIMERO MARRON 310 ML PQ,2025-08
ART-73830d9a4a,PACK CARTUCHO IMPRESORA CANON PG-545XL + CL-546XL,
ART-23100f355c,PACK CARTUCHO IMPRESORA HP DESKJET3524 (JULIO),
ART-e48308e36b,GARRAFA 30LTS,2025-10
ART-d8a4fb2d69,PACK 4 CUBETAS P/FOTOMETRO HI731331- 2151590224,2023-08
ART-73d97192c3,BROCHA 120MM PALETINA,2023-10
ART-119fb61432,ADHESIVO SELLADOR LOCTITE SI5300 310ML,2023-09
ART-85b16ee60a,FRESA CONO REDONDEADA Ø11 L=25 METAL MANGO Ø6 ref: F61125-6 BLUEMASTER,2023-10
ART-fe8a93ad2b,CINCHA 10MTS ANCHO CON CARRACA,2024-09
ART-107c1f7132,FRESA SEMIESFERICA Ø10 L=25 METAL MANGO Ø6 ref: C61025 BLUEMASTER,2023-10
ART-b6325a4115,KIT SOPLETE + 2 CARTUCHO 45090 GMC KIT8,2023-10
ART-442a094fa6,CARTUCHO GAS 1450 PROPANO 600ML CASTOLIN,2023-10
ART-ee21fed705,CUADERNO PARA PEDIDOS MATERIAL,2023-11
ART-c388052eb7,LENTE CON AUMENTO P/ CARETA SOLDAR,2023-11
ART-31f09066a0,CAJA CARTON 600*400*400,
ART-d4b869cfa3,CUERDA POLIESTER TRENZADO,2024-04
ART-6d777f2629,PORTABROCAS SDS PLUS 14/15C,2024-03
ART-678fa3a773,LATA 5LTS TALADRINA P/ SIERRA DE CORTE PQ,2025-03
ART-d9e2432e03,BOMBILLA FRENO DOBLE FILAMENTO,2024-04
ART-20fdbeb140,DISCO FLEXOVIT 356 HIERRO,2024-05
ART-725966a74e,LAMPARA HALOGENO 75W,2024-05
ART-b735e79fe5,CUCHILLA 300-3 MATORRAL,2024-05
ART-c64224b542,CUCHILLA CORTATUBOS 753 INOX 7.0341,2025-09
ART-0f86d811b3,CINCHA 130CM CON CINTURON,2024-05
ART-7ec57551b7,ML CUERDA 6MM BLANCA,2025-09
ART-5717e87f6f,CUCHILLA TRITURADORA 270,2024-06
ART-7ae985c953,DISCO/MUELA Ø150*20*32 P/ESMERIL COLUMNA GRANO A60,2024-06
ART-b84f3dccd7,GARRAFA 20LTS ANTICONGELANTE PURO CONCENTRADO  UNIVERSAL (NO  alimentario),2024-11
ART-a2e937aa47,BOTE PEGAMENTO SPRAY- PQ,2024-08
ART-65a9da5bda,RODAMIENTO 608-2Z P/ SUJECCION DE CINTA EN SIERRA DE HIERRO (ALMACEN),2024-09
ART-5b9ebef76a,"FRESA WRC RADIAL DIENTE 6 CARBURO 09,60*06MM 44440",2025-08
ART-2a2810867d,"FRESA SPG OJIVA DIENTE 6 CARBURO 08,00*06MM 44494",2024-08
ART-61edbbfe18,"FRESA ESFERICA DIENTE 6 CARBURO 12,70*06MM 44724",2024-08
ART-dfc431183f,PASADOR CENTRO EJE 8*60 - 8301086,2024-08
ART-cd2b1fb505,CINCHA 4MTS ANCHO CON CARRACA,2024-09
ART-61a82a1c9c,MASILLA 2 COMPONENTES NURAL 43 P/ METALES,2024-09
ART-7079198e46,RECAMBIO PLASTICO VERDE P/ CARETA FACIAL AMARILLA,2024-10
ART-bbc16f1964,SPRAY BOTE 500ML GRASA INDUSTRIAL PQ,2025-09
ART-f027e345a1,ZAPATA 8*3 GOMA P/ESCALERA DE ALUMINIO,2024-11
ART-555674dcdc,"PAQUETE 1KG VARILLA SOLDADURA PLATA 30% 1,5MM",2025-03
ART-9ce07a3863,DISCO 150MM LIMPIEZA INOX SCOTH BRITE CLEAN,2024-11
ART-ddbae5ecfa,PILA 3V BOTON CR2430,
ART-5a3b5699af,CINTA SUJETACABLES TRANSPARENTE,2024-12
ART-3fafaf2776,POLIMERO TRANSPARENTE 310 ML PQ,2025-02
ART-4a6d09b135,"PAQUETE 1KG VARILLA SOLDADURA PLOMO, ESTAÑO 30·%",2025-02
ART-8e09bfc4dc,RODAMIENTO FAG607RS P/ SUJECCION DE CINTA EN SIERRA DE INOX (ALMACEN),2025-02
ART-68925cf384,BOTE TOALLITAS 72UD,2025-04
ART-de3aec01b0,VARILLA ROSCADA M12*135 TACO QUIMICO INOX,2025-04
ART-2487668750,VARILLA ROSCADA M12*135 TACO QUIMICO ZINC,2025-04
ART-2ffa56b173,BROCA 6 COBALTO,2025-05
ART-3c324c5d01,SILICONA NEGRA 310ML CARTUCHO PQ,2025-04
ART-7cee0607bb,BROCA 4 COBALTO,2025-04
ART-0d10ac8c7e,POLIMERO NEGRO 310 ML PQ,2025-09
ART-180a23448b,FILTRO ASPIRADOR KARCHER 6.904.367.0,2025-05
ART-e1811e8271,CABEZAL P/ ROSCADORA ROTHENBERGER DERECHA 2 BSPT,2025-05
ART-09930737ac,BOMBILLA AUTOMOCION H4,2025-05
ART-11fbde97f4,BOMBILLA AUTOMOCION 5W POSICION,2025-05
ART-4dd35dc233,BOMBILLA AUTOMOCION 21W POSICION,2025-05
ART-46e225ef0e,LOCTITE TEFLON LIQUIDO 565 ROSCAS METALICAS,2025-05
ART-954e0b4003,BROCA 4 TITANIO P/INOX,2025-06
ART-0b04b4297a,BROCA 5 TITANIO P/INOX,2025-06
ART-304029c9e4,BROCA 3 TITANIO P/INOX,2025-06
ART-4d0db269ab,FORMON 14 MM,2025-06
ART-6ccadeda1c,FILAMENTO CREALITY TPU GREEN IMPRESORA 3D,
ART-64178a6276,FILAMENTO CREALITY TPU BLUE IMPRESORA 3D,
ART-3a5184d435,FILAMENTO CREALITY TPLA CR-SILK IMPRESORA 3D,
ART-9e0c27dadb,HOJA DE SIERRA STARRET 1470*13,2025-09
ART-f38f8dd557,SUJETACABLES DIN 741 INOX,2025-09
ART-08d65228f6,BROCA 16 HORMIGON 600MM SDS-PLUS,2025-09
ART-6d5b377817,"VARILLA SOLDADURA PLOMO, ESTAÑO 50·%",2025-09
ART-a0fc4677c4,PASTILLAS SAL AMONIACO 160 GR,2025-09
ART-85472ad2d3,SUJETACABLES M4 ZINCADO,2025-10
ART-16028900e4,BROCA ABE 4832,2025-10
